"make","model","trim","year start","year end","bp","hub","offset","thread","thread","suggested tire size","suggested tire size","with"
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MITSUBISHI","LANCER","OZ RALLY",2002,2007,"4x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","195/60-15",
,,,,,,,,,,"oe-16","205/50-16",
,,,,,,,,,,"plus-17","215/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MITSUBISHI","LANCER","RALLIART",2004,2007,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","195/60-15",
,,,,,,,,,,"oe-16","205/50-16",
,,,,,,,,,,"plus-17","215/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MITSUBISHI","LANCER","EVOLUTION",2004,2007,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
"MITSUBISHI","LANCER","DE",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","205/60-16",
,,,,,,,,,,"oe-18","215/45-18",
,,,,,,,,,,"plus-17","25/30-17",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"MITSUBISHI","LANCER","ES",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","205/60-16",
,,,,,,,,,,"oe-18","215/45-18",
,,,,,,,,,,"plus-17","25/30-17",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"MITSUBISHI","LANCER","GTS",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","205/60-16",
,,,,,,,,,,"oe-18","215/45-18",
,,,,,,,,,,"plus-17","25/30-17",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"MITSUBISHI","LANCER","EVOLUTION",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-18","245/40-18",
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"plus-20","245/30-20",
"MITSUBISHI","MIRAGE","BASE",1993,2002,"4x100",56.1,"HIGH","12X1.5","NUT","oe-13","175/70-13",
,,,,,,,,,,"oe-14","175/65-14",
,,,,,,,,,,"oe-14","185/65-14",
,,,,,,,,,,"plus-15","195/55-15",
,,,,,,,,,,"plus-16","205/45-16",
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MITSUBISHI","ENDEAVOR","BASE",2004,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-17","235/65-17","2wd,4wd"
,,,,,,,,,,"plus-18","255/55-18",
,,,,,,,,,,"plus-20","275/40-20",
"MITSUBISHI","MONTERO","BASE",1992,2006,"6x139.7",108,"MID","12X1.5","NUT","oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"plus-17","285/60-17",
,,,,,,,,,,"plus-18","285/55-18",
,,,,,,,,,,"plus-20","265/50-20",
"MITSUBISHI","MONTERO","SPORT",1997,2004,"6x139.7",108,"MID","12X1.5","NUT","oe-15","235/75-15",
,,,,,,,,,,"oe-16","255/70-16",
,,,,,,,,,,"plus-16","235/70-16",
,,,,,,,,,,"plus-17","255/60-17",
,,,,,,,,,,"plus-18","255/55-18",
"MITSUBISHI","OUTLANDER","LS",2003,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-18","235/45-18",
"MITSUBISHI","OUTLANDER","SE",2003,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-18","235/45-18",
"MITSUBISHI","OUTLANDER","LIMITED",2003,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-18","235/45-18",
"MITSUBISHI","OUTLANDER","ES",2007,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","215/70-16",
,,,,,,,,,,"oe-18","225/55-18",
,,,,,,,,,,"plus-17","225/60-17",
,,,,,,,,,,"plus-18","245/50-18",
,,,,,,,,,,"plus-19","245/45-19",
,,,,,,,,,,"plus-20","245/40-20",
"MITSUBISHI","OUTLANDER","LS",2007,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","215/70-16",
,,,,,,,,,,"oe-18","225/55-18",
,,,,,,,,,,"plus-17","225/60-17",
,,,,,,,,,,"plus-18","245/50-18",
,,,,,,,,,,"plus-19","245/45-19",
,,,,,,,,,,"plus-20","245/40-20",
"MITSUBISHI","OUTLANDER","XLS",2007,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","215/70-16",
,,,,,,,,,,"oe-18","225/55-18",
,,,,,,,,,,"plus-17","225/60-17",
,,,,,,,,,,"plus-18","245/50-18",
,,,,,,,,,,"plus-19","245/45-19",
,,,,,,,,,,"plus-20","245/40-20",
"MITSUBISHI","RAIDER","LS",2006,2009,"5x139.7",77.8,"MID","9/16""","NUT","oe-16","245/70-16","2wd, extended cab, double cab"
,,,,,,,,,,"oe-16","255/65-16",
,,,,,,,,,,"plus-17","265/60-17",
,,,,,,,,,,"plus-18","245/60-18",
,,,,,,,,,,"plus-20","265/45-20",
"MITSUBISHI","RAIDER","SE",2006,2009,"5x139.7",77.8,"MID","9/16""","NUT","oe-16","245/70-16","2wd, extended cab, double cab"
,,,,,,,,,,"oe-16","255/65-16",
,,,,,,,,,,"plus-17","265/60-17",
,,,,,,,,,,"plus-18","245/60-18",
,,,,,,,,,,"plus-20","265/45-20",
"MITSUBISHI","RAIDER","LS",2006,2009,"5x139.7",77.8,"MID","9/16""","NUT","oe-16","265/70-16","4wd, double cab"
,,,,,,,,,,"plus-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"MITSUBISHI","RAIDER","DUROCROSS",2006,2009,"5x139.7",77.8,"MID","9/16""","NUT","oe-16","265/70-16",
,,,,,,,,,,"plus-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"MITSUBISHI","RAIDER","DUROCROSS",2006,2006,"5x139.7",77.8,"MID","9/16""","NUT","oe-16","lt265/70-16","4wd, with oe lt tires"
,,,,,,,,,,"plus-17","lt265/70-17",
"MITSUBISHI","RAIDER","XLS",2006,2006,"5x139.7",77.8,"MID","9/16""","NUT","oe-17","265/65-17","2wd,4wd"
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"NISSAN","350Z","ENTHUSIAST TOURING",2003,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","F-OE-17","225/50-17",
,,,,,,,,,,"R-OE-17","235/50-17",
,,,,,,,,,,"F-OE-18","225/45-18",
,,,,,,,,,,"R-OE-18","245/45-18",
,,,,,,,,,,"PLUS-19","245/35-19",
,,,,,,,,,,"*PLUS-19","275/35-19",
,,,,,,,,,,"PLUS-20","245/30-20",
,,,,,,,,,,"*PLUS-20","275/30-20",
"NISSAN","350Z","TRACK GRAND TOURING",2003,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","F-OE-18","245/40-18",
,,,,,,,,,,"R-OE-19","265/35-19",
,,,,,,,,,,"PLUS-19","245/35-19",
,,,,,,,,,,"*PLUS-19","275/30-20",
"NISSAN","350Z","NISMO GRAND TOURING",2003,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","F-OE-18","245/40-18",
,,,,,,,,,,"R-OE-19","265/35-19",
,,,,,,,,,,"PLUS-19","245/35-19",
,,,,,,,,,,"*PLUS-19","275/30-20",
"NISSAN","370Z",,2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","f-oe-18","225/50-18",
,,,,,,,,,,"r-oe-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"*plus-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"NISSAN","370Z","SPORT PACKAGE",2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","f-oe-19","245/40-19","sport package"
,,,,,,,,,,"r-oe-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"NISSAN","ALTIMA","BASE",1993,2001,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","205/60-15",
,,,,,,,,,,"oe-15","195/65-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"NISSAN","ALTIMA","3.5S",2002,2006,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","205/65-16",
,,,,,,,,,,"oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"oe-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","3.5SE",2002,2006,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","205/65-16",
,,,,,,,,,,"oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"oe-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","SL",2002,2006,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","205/65-16",
,,,,,,,,,,"oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"oe-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","SE-R",2002,2006,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","205/65-16",
,,,,,,,,,,"oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"oe-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","2.5 BASE",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","2.5S",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","SL",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","3.5SE",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","3.5SL",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA COUPE","2.5S",2008,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA COUPE","3.5SE",2008,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","ALTIMA","HYBRID",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"NISSAN","GT-R","BASE",2009,2009,"5x114.3",66.1,"S/O","12X1.5","NUT","f-oe-20","255/40-20","different front and rear offset. F-35-35 R-20-30"
,,,,,,,,,,"r-oe-20","285/35-20",
"NISSAN","MAXIMA","BASE",1989,2003,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","205/65-15","with oe-15 and oe-16"
,,,,,,,,,,"oe-16","215/55-16",
,,,,,,,,,,"plus-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"plus-20","235/30-20",
"NISSAN","MAXIMA","BASE",1989,2003,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-17","215/55-17","with oe-17"
,,,,,,,,,,"oe-17","225/50-17",
,,,,,,,,,,"plus-18","245/40-18",
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"plus-20","245/30-20",
"NISSAN","MAXIMA","3.5 SE",2004,2008,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-17","225/55-17",
,,,,,,,,,,"oe-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"NISSAN","MAXIMA","3.5 SL",2004,2008,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-17","225/55-17",
,,,,,,,,,,"oe-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"NISSAN","MAXIMA","3.5SE",2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","245/45-18",
,,,,,,,,,,"oe-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"plus-21","255/30-21",
"NISSAN","MAXIMA","3.5SV",2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","245/45-18",
,,,,,,,,,,"oe-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"plus-21","255/30-21",
"NISSAN","SENTRA","BASE",1991,1999,"4x100",66.1,"HIGH","12X1.5","NUT","oe-13","175/70-13",
,,,,,,,,,,"oe-14","185/60-14",
,,,,,,,,,,"plus-15","195/50-15",
,,,,,,,,,,"plus-16","205/40-16",
,,,,,,,,,,"plus-17","205/40-17",
"NISSAN","SENTRA","S",2000,2006,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-14","185/65-14",
,,,,,,,,,,"oe-15","195/60-15",
,,,,,,,,,,"oe-16","195/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"NISSAN","SENTRA","SE-R",2000,2006,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-14","185/65-14",
,,,,,,,,,,"oe-15","195/60-15",
,,,,,,,,,,"oe-16","195/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"NISSAN","SENTRA","SER",2000,2006,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-14","185/65-14",
,,,,,,,,,,"oe-15","195/60-15",
,,,,,,,,,,"oe-16","195/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"NISSAN","SENTRA","S",2007,2009,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","205/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"NISSAN","SENTRA","SL",2007,2009,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","205/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"NISSAN","SENTRA SE-R","SE-R",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"NISSAN","SENTRA SE-R","SE-R SPECIAL V",2007,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"NISSAN","VERSA","1.8s",2007,2009,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","185/65-15",
,,,,,,,,,,"plus-16","195/55-16",
,,,,,,,,,,"plus-17","205/45-17",
,,,,,,,,,,"plus-18","205/40-18",
"NISSAN","VERSA","1.8sl",2007,2009,"4x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","185/65-15",
,,,,,,,,,,"plus-16","195/55-16",
,,,,,,,,,,"plus-17","205/45-17",
,,,,,,,,,,"plus-18","205/40-18",
"NISSAN","ARMADA","BASE",2004,2009,"6x139.7",77.8,"MID","12X1.5","NUT","oe-18","265/70-18","2wd,4wd"
,,,,,,,,,,"oe-20","275/60-20",
,,,,,,,,,,"plus-20","305/50-20",
,,,,,,,,,,"plus-22","305/45-22",
,,,,,,,,,,"plus-24","305/35-24",
"NISSAN","ARMADA","BASE ",2004,2008,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","285/70-17","off road package"
,,,,,,,,,,"plus-18","265/70-18",
,,,,,,,,,,"plus-20","305/50-20",
,,,,,,,,,,"plus-22","305/45-22",
,,,,,,,,,,"plus-24","305/35-24",
"NISSAN","FRONTIER","SE",1998,1999,"6x139.7",100,"MID","12X1.5","NUT","oe-14","195/75-14","2wd"
,,,,,,,,,,"oe-15","215/65-15",
,,,,,,,,,,"plus-16","225/55-16",
,,,,,,,,,,"plus-17","235/50-17",
"NISSAN","FRONTIER","XE",1998,1999,"6x139.7",100,"MID","12X1.5","NUT","oe-14","195/75-14","2wd"
,,,,,,,,,,"oe-15","215/65-15",
,,,,,,,,,,"plus-16","225/55-16",
,,,,,,,,,,"plus-17","235/50-17",
"NISSAN","FRONTIER","STANDARD",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-15","225/70-15","2wd"
,,,,,,,,,,"plus-16","215/65-16",
,,,,,,,,,,"plus-17","235/55-17",
,,,,,,,,,,"plus-18","235/50-18",
"NISSAN","FRONTIER","XE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-15","265/70-15","2wd,4wd"
,,,,,,,,,,"plus-16","255/65-16",
,,,,,,,,,,"plus-17","255/60-17",
,,,,,,,,,,"plus-18","255/55-18",
"NISSAN","FRONTIER","SE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-16","265/70-16","4wd"
,,,,,,,,,,"plus-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
"NISSAN","FRONTIER","SVE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-16","265/70-16","2wd,4wd"
,,,,,,,,,,"plus-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
"NISSAN","FRONTIER","SE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-16","255/65-16","2wd"
,,,,,,,,,,"plus-17","255/60-17",
,,,,,,,,,,"plus-18","255/55-18",
"NISSAN","FRONTIER","SC",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-17","265/55-17","2wd"
,,,,,,,,,,"plus-18","285/50-18",
"NISSAN","FRONTIER","SC",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-17","255/65-17","4wd"
,,,,,,,,,,"plus-18","265/55-18",
"NISSAN","FRONTIER","XE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-15","265/70-15","2wd,4wd"
,,,,,,,,,,"plus-16","255/65-16",
,,,,,,,,,,"plus-17","255/60-17",
,,,,,,,,,,"plus-18","255/55-18",
"NISSAN","FRONTIER","XE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-15","235/75-15","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"NISSAN","FRONTIER","SE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-15","235/75-15","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"NISSAN","FRONTIER","LE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-15","235/75-15","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"NISSAN","FRONTIER","NISMO",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","265/75-16","2wd,4wd"
,,,,,,,,,,"plus-17","285/65-17",
,,,,,,,,,,"plus-18","285/60-18",
,,,,,,,,,,"plus-20","285/50-20",
"NISSAN","FRONTIER","PRO-4X",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","265/75-16","2wd,4wd"
,,,,,,,,,,"plus-17","285/65-17",
,,,,,,,,,,"plus-18","285/60-18",
,,,,,,,,,,"plus-20","285/50-20",
"NISSAN","MURANO","S",2003,2008,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","235/65-18","fwd,awd"
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","265/45-20",
"NISSAN","MURANO","SL",2003,2008,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","235/65-18","fwd,awd"
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","265/45-20",
"NISSAN","MURANO","SE",2003,2008,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","235/65-18","fwd,awd"
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","265/45-20",
"NISSAN","MURANO","S",2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","265/65-18",
,,,,,,,,,,"oe-20","235/55-20",
,,,,,,,,,,"plus-19","245/55-19",
,,,,,,,,,,"plus-20","245/50-20",
"NISSAN","MURANO","SL",2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","265/65-18",
,,,,,,,,,,"oe-20","235/55-20",
,,,,,,,,,,"plus-19","245/55-19",
,,,,,,,,,,"plus-20","245/50-20",
"NISSAN","MURANO","SE",2009,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-18","265/65-18",
,,,,,,,,,,"oe-20","235/55-20",
,,,,,,,,,,"plus-19","245/55-19",
,,,,,,,,,,"plus-20","245/50-20",
"NISSAN","PATHFINDER","BASE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-16","255/65-16","2wd,4wd"
,,,,,,,,,,"oe-16","245/70-16",
,,,,,,,,,,"oe-17","245/65-17",
,,,,,,,,,,"plus-18","255/55-18",
,,,,,,,,,,"plus-20","255/50-20",
"NISSAN","PATHFINDER","S",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","245/75-16","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"oe-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
"NISSAN","PATHFINDER","XE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","245/75-16","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"oe-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
"NISSAN","PATHFINDER","SE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","245/75-16","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"oe-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
"NISSAN","PATHFINDER","LE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","245/75-16","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"oe-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
"NISSAN","PATHFINDER","SE OFF ROAD",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","265/75-16","4wd"
,,,,,,,,,,"plus-17","285/65-17",
,,,,,,,,,,"plus-18","285/60-18",
"NISSAN","QUEST","BASE",1994,2003,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-15","205/75-15",
,,,,,,,,,,"oe-15","215/70-15",
,,,,,,,,,,"oe-16","215/65-16",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-18","235/45-18",
"NISSAN","QUEST",3.5,2004,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","225/65-16",
,,,,,,,,,,"oe-17","225/60-17",
,,,,,,,,,,"plus-18","235/50-18",
,,,,,,,,,,"plus-20","245/40-20",
"NISSAN","QUEST","3.5S",2004,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","225/65-16",
,,,,,,,,,,"oe-17","225/60-17",
,,,,,,,,,,"plus-18","235/50-18",
,,,,,,,,,,"plus-20","245/40-20",
"NISSAN","QUEST","3.5SE",2004,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","225/65-16",
,,,,,,,,,,"oe-17","225/60-17",
,,,,,,,,,,"plus-18","235/50-18",
,,,,,,,,,,"plus-20","245/40-20",
"NISSAN","QUEST","3.5SL",2004,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","225/65-16",
,,,,,,,,,,"oe-17","225/60-17",
,,,,,,,,,,"plus-18","235/50-18",
,,,,,,,,,,"plus-20","245/40-20",
"NISSAN","QUEST","3.5SE",2004,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-480","255/700/480","400mm wheel equipped with michelin pax system run flat technology - do not alter"
"NISSAN","QUEST","3.5SL",2004,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-480","255/700/480","400mm wheel equipped with michelin pax system run flat technology - do not alter"
"NISSAN","ROGUE","BASE",2008,2009,"5x114.3",66.1,"HIGH","12X1.5","NUT","oe-16","215/70-16",
,,,,,,,,,,"oe-17","225/60-17",
,,,,,,,,,,"plus-18","225/55-18",
,,,,,,,,,,"plus-20","245/40-20",
